"","NG_cool_NB","NG_cool_NB_capital","NG_cool_NB_MO","NG_cool_NB_emissions","NG_cool_private","NG_cool_CO2e","NG_nocool_NB","NG_nocool_NB_capital","NG_nocool_NB_MO","NG_nocool_NB_emissions","NG_nocool_private","NG_nocool_CO2e","HO_cool_NB","HO_cool_NB_capital","HO_cool_NB_MO","HO_cool_NB_emissions","HO_cool_private","HO_cool_CO2e","HO_nocool_NB","HO_nocool_NB_capital","HO_nocool_NB_MO","HO_nocool_NB_emissions","HO_nocool_private","HO_nocool_CO2e","P_cool_NB","P_cool_NB_capital","P_cool_NB_MO","P_cool_NB_emissions","P_cool_private","P_cool_CO2e","P_nocool_NB","P_nocool_NB_capital","P_nocool_NB_MO","P_nocool_NB_emissions","P_nocool_private","P_nocool_CO2e","ElecRes_cool_NB","ElecRes_cool_NB_capital","ElecRes_cool_NB_MO","ElecRes_cool_NB_emissions","ElecRes_cool_private","ElecRes_cool_CO2e","ElecRes_nocool_NB","ElecRes_nocool_NB_capital","ElecRes_nocool_NB_MO","ElecRes_nocool_NB_emissions","ElecRes_nocool_private","ElecRes_nocool_CO2e","wood_cool_NB","wood_cool_NB_capital","wood_cool_NB_MO","wood_cool_NB_emissions","wood_cool_private","wood_cool_CO2e","wood_nocool_NB","wood_nocool_NB_capital","wood_nocool_NB_MO","wood_nocool_NB_emissions","wood_nocool_private","wood_nocool_CO2e"
"225",-558.956156699162,-645.059408430168,-40.9280591262832,127.031310857285,-685.987467556452,3840.8566599857,-6609.92146141817,-6524.36092806266,-40.9280591262832,-44.6324742292327,-6565.28898718894,-1411.67956387438,23379.7722146398,-645.059408430168,18743.2350992755,5281.59652379446,18098.1756908453,161529.500411274,17328.8069099208,-6524.36092806266,18743.2350992755,5109.93273870795,12218.8741712128,156276.964187414,31634.100847071,-645.059408430168,28772.0076332511,3507.15262225014,28126.9482248209,107230.491158941,25583.135542352,-6524.36092806266,28772.0076332511,3335.48883716362,22247.6467051884,101977.954935081,73446.8468561565,-645.059408430169,67132.1585966349,6959.74766795174,66487.0991882047,212908.356355479,67395.8815514375,-6524.36092806266,67132.1585966349,6788.08388286522,60607.7976685723,207655.820131619,31088.9527253048,-645.05940843017,26804.2149802313,4929.79715350371,26159.1555718011,150685.697289374,25037.9874205858,-6524.36092806266,26804.2149802313,4758.13336841719,20279.8540521686,145433.161065514
"230",-552.187286807617,-625.894971355181,-40.4709992607604,114.178683808324,-666.365970615941,3609.80565189352,-6606.25847281501,-6511.60833095115,-40.4709992607604,-54.1791426030977,-6552.07933021191,-1642.73057196656,23338.253922362,-625.894971355179,18792.804949846,5171.34394387125,18166.9099784908,162013.254370283,17284.1827363546,-6511.60833095115,18792.804949846,5002.98611745983,12281.1966188948,156760.718146423,31597.3641971054,-625.894971355181,28725.5656532185,3497.69351524204,28099.6706818633,109234.935590683,25543.293011098,-6511.60833095115,28725.5656532185,3329.33568883062,22213.9573222673,103982.399366823,74810.2456713131,-625.894971355181,68467.0992806306,6969.04136203767,67841.2043092754,217463.022029168,68756.1744853057,-6511.60833095115,68467.0992806306,6800.68353562625,61955.4909496795,212210.485805308,31619.518924365,-625.894971355181,27334.2325034439,4911.18139227635,26708.3375320887,153404.051726066,25565.4477383576,-6511.60833095115,27334.2325034439,4742.82356586493,20822.6241724927,148151.515502206
"235",-544.716800440379,-634.657506752857,-41.7375198032969,131.678226115771,-676.395026556154,4074.95667246697,-6592.0269645104,-6511.80119033767,-41.7375198032969,-38.4882543694357,-6553.53871014097,-1177.57955139311,25162.128905215,-634.657506752857,20286.327271042,5510.4591409259,19651.6697642891,169534.77157036,19114.818741145,-6511.80119033767,20286.327271042,5340.29266044069,13774.5260807043,164282.2353465,33801.3362764961,-634.657506752859,30804.1147257317,3631.87905751726,30169.4572189789,112072.752845016,27754.0261124261,-6511.80119033767,30804.1147257317,3461.71257703206,24292.3135353941,106820.216621156,76772.4303375375,-634.657506752857,70200.331352512,7206.75649177838,69565.6738457591,222461.507891244,70725.1201734675,-6511.80119033767,70200.331352512,7036.59001129317,63688.5301621743,217208.971667384,32569.4717322218,-634.657506752857,28081.8943597305,5122.2348792442,27447.2368529776,158208.298814862,26522.1615681518,-6511.80119033767,28081.8943597305,4952.06839875899,21570.0931693928,152955.762591002
"240",-538.953889626791,-624.25111248842,-39.9940244422687,125.291247303895,-664.245136930689,3908.52889095349,-6594.95234916142,-6508.6948511698,-39.9940244422687,-46.2634735493548,-6548.68887561207,-1344.00733290659,24854.2196959688,-624.25111248842,19848.5484902435,5629.9223182138,19224.297377755,172807.814771177,18798.2212364342,-6508.6948511698,19848.5484902435,5458.36759736056,13339.8536390737,167555.278547317,33748.0787233513,-624.251112488422,30642.3842294361,3729.94560640363,30018.1331169476,114247.987974818,27692.0802638167,-6508.6948511698,30642.3842294361,3558.39088555038,24133.6893782663,108995.451750958,78383.5420053674,-624.251112488421,71594.0752267762,7413.71789107956,70969.8241142878,227001.822600764,72327.5435458327,-6508.6948511698,71594.0752267762,7242.16317022631,65085.3803756064,221749.286376904,33151.2763820033,-624.251112488422,28542.045731718,5233.48176277371,27917.7946192296,160262.702706789,27095.2779224687,-6508.6948511698,28542.045731718,5061.92704192046,22033.3508805482,155010.166482929
"245",-524.737279094712,-620.391457279487,-43.3623417556264,139.016519940397,-663.753799035114,4254.11262301705,-6580.7809405544,-6504.52487641623,-43.3623417556264,-32.8937223825415,-6547.88721817186,-998.423600843031,25514.0245369163,-620.391457279487,20376.4730695943,5757.94292460143,19756.0816123148,176036.406032221,19457.9808754566,-6504.52487641623,20376.4730695943,5586.03268227849,13871.9481931781,170783.869808361,34586.9701314598,-620.391457279487,31372.1070582309,3835.25453050841,30751.7156009514,117142.464363636,28530.9264700001,-6504.52487641623,31372.1070582309,3663.34428818548,24867.5821818146,111889.928139776,80228.8795903793,-620.391457279487,73249.324431677,7599.94661598175,72628.9329743975,232183.496138807,74172.8359289196,-6504.52487641623,73249.324431677,7428.03637365881,66744.7995552608,226930.959914947,34190.1310628124,-620.391457279487,29376.6434944231,5433.87902566879,28756.2520371436,165836.408562431,28134.0874013527,-6504.52487641623,29376.6434944231,5261.96878334586,22872.1186180069,160583.872338571
"250",-539.753002645964,-632.182568548333,-44.5318073785165,136.961373280879,-676.714375926849,4238.15735837226,-6587.95248128262,-6509.09492174432,-44.5318073785165,-34.3257521597852,-6553.62672912284,-1014.37886548782,26066.916144548,-632.182568548333,20859.3982340498,5839.70047904656,20227.2156655015,179269.584950875,20018.7166659114,-6509.09492174432,20859.3982340498,5668.4133536059,14350.3033123055,174017.048727015,35273.2001785065,-632.182568548333,32016.624966777,3888.75778027783,31384.4423982286,119264.858734537,29225.0006998698,-6509.09492174432,32016.624966777,3717.47065483716,25507.5300450326,114012.322510677,81690.8320089485,-632.182568548333,74607.4551656463,7715.55941185057,73975.2725970979,236596.864379142,75642.6325303119,-6509.09492174432,74607.4551656463,7544.2722864099,68098.3602439019,231344.328155282,34609.7865171689,-632.182568548331,29781.5540109505,5460.41507476675,29149.3714424022,167404.109564831,28561.5870385323,-6509.09492174432,29781.5540109505,5289.12794932609,23272.4590892062,162151.573340971
"255",-519.352542294277,-620.264639693232,-41.268174185876,142.180271584838,-661.532813879108,4333.1824506094,-6585.66049049389,-6514.76423754751,-41.268174185876,-29.6280787605001,-6556.03241173339,-919.353773250681,26326.4056177719,-620.264639693234,21016.834331717,5929.8359257481,20396.5696920238,181593.681568327,20260.0976695723,-6514.76423754752,21016.834331717,5758.02757540277,14502.0700941695,176341.145344467,35883.0676175768,-620.264639693234,32533.3885183154,3969.94373895471,31913.1238786221,121379.684130837,29816.7596693772,-6514.76423754751,32533.3885183154,3798.13538860937,26018.6242807678,116127.147906977,83434.0638581996,-620.264639693234,76161.9777020189,7892.35079587398,75541.7130623257,241280.340246892,77367.75591,-6514.76423754751,76161.9777020189,7720.54244552864,69647.2134644714,236027.804023031,35340.2316789885,-620.264639693234,30374.0001821422,5586.49613653954,29753.735542449,170725.617557156,29273.9237307889,-6514.76423754751,30374.0001821422,5414.6877861942,23859.2359445947,165473.081333296
"260",-532.320515024527,-631.636338686347,-44.2984259618679,143.614249623688,-675.934764648215,4415.11299637647,-6593.97531681258,-6521.54570874219,-44.2984259618679,-28.1311821085219,-6565.84413470406,-837.42322748361,27614.7350760433,-631.636338686347,22143.494494057,6102.87692067268,21511.8581553706,186166.719032685,21553.0802742553,-6521.54570874219,22143.494494057,5931.13148894047,15621.9487853148,180914.182808825,37142.972943559,-631.636338686347,33719.9187754482,4054.69050679711,33088.2824367619,124025.757858937,31081.3181417709,-6521.54570874219,33719.9187754482,3882.9450750649,27198.373066706,118773.221635076,85096.7113297838,-631.636338686346,77677.7971354152,8050.55053305497,77046.1607967288,246242.85351479,79035.0565279957,-6521.54570874219,77677.7971354152,7878.80510132276,71156.251426673,240990.31729093,36218.3915928755,-631.636338686347,31117.0883519036,5732.9395796583,30485.4520132172,175452.514740783,30156.7367910875,-6521.54570874219,31117.0883519036,5561.19414792609,24595.5426431614,170199.978516923
"265",-523.281318619673,-620.685487737381,-48.1113586013889,145.51552771909,-668.79684633877,4336.73752212909,-6574.7593892266,-6499.51117954508,-48.1113586013889,-27.1368510801331,-6547.62253814647,-915.798701730993,26901.852686634,-620.685487737381,21323.8114800998,6198.72669427152,20703.1259923624,188543.76981778,20850.374616027,-6499.51117954509,21323.8114800998,6026.0743154723,14824.3003005547,183291.23359392,36740.8106451057,-620.685487737381,33217.7645918769,4143.73154096619,32597.0791041395,125973.828795412,30689.3325744987,-6499.51117954508,33217.7645918769,3971.07916216696,26718.2534123318,120721.292571552,86656.578767513,-620.685487737381,79036.7644159375,8240.49983931286,78416.0789282001,250640.499352441,80605.100696906,-6499.51117954509,79036.7644159375,8067.84746051364,72537.2532363924,245387.963128581,36711.7444848866,-620.685487737379,31510.0950898919,5822.33488273208,30889.4096021546,176890.610545927,30660.2664142797,-6499.51117954508,31510.0950898919,5649.68250393285,25010.5839103468,171638.074322067
"270",-517.444094857783,-619.536491685856,-47.6883984015294,149.780795229603,-667.224890087386,4630.20499702377,-6585.78977124911,-6518.45168399077,-47.6883984015294,-19.6496888568108,-6566.1400823923,-622.331226836308,28349.6186258274,-619.536491685858,22708.8728121514,6260.28230536182,22089.3363204656,194020.674244169,22281.2729494361,-6518.45168399077,22708.8728121514,6090.8518212754,16190.4211281607,188768.138020309,38328.9653046885,-619.536491685858,34798.7410696991,4149.76072667532,34179.2045780132,128564.183879591,32260.6196282972,-6518.45168399077,34798.7410696991,3980.3302425889,28280.2893857083,123311.647655731,88192.4728364685,-619.536491685857,80571.1537843811,8240.85554377323,79951.6172926952,255416.500324094,82124.1271600771,-6518.45168399077,80571.1537843811,8071.42505968681,74052.7021003903,250163.964100234,37365.4233805057,-619.536491685856,32145.2681492614,5839.69172293012,31525.7316575756,180675.308550173,31297.0777041143,-6518.45168399077,32145.2681492614,5670.26123884371,25626.8164652706,175422.772326313
