zipcode,totalcost_low,totalcost_high,systemcost_low,systemcost_high,laborcost_low,laborcost_high,jobsupplycost_low,jobsupplycost_high,price_region
54935,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54937,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54940,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54941,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54942,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54943,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54944,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54945,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54947,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54948,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54949,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54950,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54952,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54956,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54960,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54961,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54962,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54963,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54964,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54965,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54966,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54967,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54968,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54970,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54971,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54974,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54977,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54978,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54979,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54981,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54982,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54983,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54984,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54986,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
