"zipcode","totalcost_low","totalcost_high","systemcost_low","systemcost_high","laborcost_low","laborcost_high","jobsupplycost_low","jobsupplycost_high","size","efficiency","price_region"
53716,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53717,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53718,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53719,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53726,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53774,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53777,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53782,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53783,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53784,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53785,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53786,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53788,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53790,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53791,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53792,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53793,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53794,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53801,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53803,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53804,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53805,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53806,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53807,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53809,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53810,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53811,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53813,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53816,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
53818,3062.16,3664.45,2290.95,2673.5,679.14,864.77,92.07,126.18,"70K","85%+",1
