"zipcode","totalcost_low","totalcost_high","systemcost_low","systemcost_high","laborcost_low","laborcost_high","jobsupplycost_low","jobsupplycost_high","size","SEER","ton"
"53581","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53582","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53583","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53585","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53586","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53587","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53588","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53589","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53590","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53594","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53595","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53596","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53597","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53598","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53702","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53703","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53704","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53705","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53706","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53711","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53713","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53714","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53715","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53716","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53717","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53718","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53719","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53726","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53774","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53777","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53782","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53783","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53784","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53785","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53786","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53788","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53790","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53791","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53792","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53793","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53794","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53801","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53803","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53804","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53805","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53806","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53807","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53809","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53810","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53811","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53813","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53816","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53818","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53820","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53821","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53825","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53826","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53901","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53910","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53911","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53913","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53916","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53919","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53920","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53922","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53923","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53923","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53924","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53925","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53926","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53929","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53930","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53932","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53933","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53934","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53936","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53937","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53941","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53943","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53944","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53946","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53948","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53949","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53950","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53951","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53952","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53954","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53955","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53956","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53957","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53958","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53959","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53960","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53961","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53963","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53964","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53965","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"53968","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54001","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54002","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54003","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54004","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54005","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54006","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54007","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54009","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54011","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54013","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54014","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54015","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54016","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54017","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54020","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54021","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54022","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54023","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54024","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54025","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54026","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54027","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54028","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54101","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54102","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54103","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54104","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54106","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54107","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54110","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54111","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54112","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54113","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54114","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54115","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54119","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54120","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54121","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54123","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54124","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54125","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54126","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54128","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54129","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54130","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54135","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54136","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54137","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54138","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54139","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54140","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54141","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54143","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54149","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54150","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54151","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54153","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54154","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54155","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54156","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54157","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54159","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54161","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54162","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54165","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54166","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54169","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54170","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54171","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54173","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54174","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54175","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54177","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54180","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54201","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54202","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54204","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54205","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54208","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
"54209","$5,843.53","$7,210.74","$4,151.75","$4,845.02","$1,376.21","$1,985.29","$315.57","$380.43","0",16,2
